Date,Branch,Value,Department
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,2,Breads
16-02-16,Phoenix AZ,2.95,Breads
16-02-16,Phoenix AZ,2.95,Breads
16-02-16,Phoenix AZ,2.95,Breads
16-02-16,Phoenix AZ,3.9,Breads
16-02-16,Phoenix AZ,3.9,Breads
16-02-16,Phoenix AZ,3.9,Breads
16-02-16,Phoenix AZ,3.9,Breads
16-02-16,Phoenix AZ,5,Breads
16-02-16,Phoenix AZ,7.8,Breads
16-02-16,Phoenix AZ,9.75,Breads
16-02-16,Phoenix AZ,13.65,Breads
16-02-16,Phoenix AZ,1,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,1.95,Breads
16-02-16,Phoenix AZ,2.95,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Houston TX,3.9,Breads
16-02-16,Atlanta GA,5.85,Breads
16-02-16,Atlanta GA,5.85,Breads
16-02-16,Phoenix AZ,5.85,Breads
16-02-16,Phoenix AZ,5.85,Breads
16-02-16,Phoenix AZ,5.9,Breads
16-02-16,Phoenix AZ,7.8,Breads
16-02-16,Atlanta GA,7.8,Breads
16-02-16,Atlanta GA,1,Breads
16-02-16,Atlanta GA,1,Breads
16-02-16,Atlanta GA,1,Breads
16-02-16,Atlanta GA,1,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,2,Breads
16-02-16,Atlanta GA,2.95,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,3.9,Breads
16-02-16,Atlanta GA,5.85,Breads
16-02-16,Atlanta GA,5.85,Breads
16-02-16,Atlanta GA,7.8,Breads
16-02-16,Atlanta GA,7.8,Breads
16-02-16,Atlanta GA,7.8,Breads
16-02-16,Atlanta GA,1,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Atlanta GA,1.95,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Detroit MI,3.9,Breads
16-02-16,Detroit MI,3.9,Breads
16-02-16,Detroit MI,3.9,Breads
16-02-16,Detroit MI,3.9,Breads
16-02-16,Detroit MI,3.9,Breads
16-02-16,Detroit MI,5.85,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Detroit MI,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Houston TX,1.95,Breads
16-02-16,Phoenix AZ,3.9,Breads
16-02-16,Phoenix AZ,3.9,Breads
17-02-16,Houston TX,3.9,Breads
17-02-16,Houston TX,3.9,Breads
17-02-16,Houston TX,3.9,Breads
17-02-16,Houston TX,3.9,Breads
17-02-16,Houston TX,7.8,Breads
17-02-16,Houston TX,1,Breads
17-02-16,Houston TX,1,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,2.95,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,5.85,Breads
17-02-16,Phoenix AZ,5.85,Breads
17-02-16,Phoenix AZ,5.85,Breads
17-02-16,Phoenix AZ,1,Breads
17-02-16,Phoenix AZ,1,Breads
17-02-16,Phoenix AZ,1,Breads
17-02-16,Phoenix AZ,1,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,1.95,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,5.85,Breads
17-02-16,Atlanta GA,7.8,Breads
17-02-16,Houston TX,7.8,Breads
17-02-16,Houston TX,1,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,2.95,Breads
17-02-16,Atlanta GA,2.95,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,5.85,Breads
17-02-16,Atlanta GA,5.85,Breads
17-02-16,Atlanta GA,7.8,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,2.95,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Atlanta GA,5.85,Breads
17-02-16,Atlanta GA,5.85,Breads
17-02-16,Atlanta GA,1,Breads
17-02-16,Atlanta GA,1,Breads
17-02-16,Atlanta GA,1,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,1.95,Breads
17-02-16,Atlanta GA,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,3.9,Breads
17-02-16,Detroit MI,5.85,Breads
17-02-16,Detroit MI,5.85,Breads
17-02-16,Detroit MI,5.85,Breads
17-02-16,Houston TX,5.85,Breads
17-02-16,Houston TX,7.8,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,1.95,Breads
17-02-16,Houston TX,2.95,Breads
17-02-16,Houston TX,3.9,Breads
17-02-16,Phoenix AZ,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,5.85,Breads
18-02-16,Houston TX,10.75,Breads
18-02-16,Houston TX,1,Breads
18-02-16,Houston TX,1,Breads
18-02-16,Houston TX,1,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,5.9,Breads
18-02-16,Phoenix AZ,6.85,Breads
18-02-16,Atlanta GA,1,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,2,Breads
18-02-16,Atlanta GA,2,Breads
18-02-16,Houston TX,2.95,Breads
18-02-16,Houston TX,2.95,Breads
18-02-16,Houston TX,2.95,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,6.85,Breads
18-02-16,Phoenix AZ,10.85,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Houston TX,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Phoenix AZ,1.95,Breads
18-02-16,Phoenix AZ,2,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Phoenix AZ,3.9,Breads
18-02-16,Atlanta GA,3.95,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,7.9,Breads
18-02-16,Atlanta GA,1,Breads
18-02-16,Atlanta GA,1,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.9,Breads
18-02-16,Atlanta GA,3.95,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,5.85,Breads
18-02-16,Atlanta GA,6.85,Breads
18-02-16,Atlanta GA,9.75,Breads
18-02-16,Atlanta GA,11.8,Breads
18-02-16,Atlanta GA,1,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Atlanta GA,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Detroit MI,1.95,Breads
18-02-16,Houston TX,2.95,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,3.9,Breads
18-02-16,Houston TX,4.9,Breads
18-02-16,Houston TX,4.95,Breads
18-02-16,Houston TX,5.85,Breads
18-02-16,Houston TX,5.85,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,5.85,Breads
18-02-16,Phoenix AZ,7.8,Breads
18-02-16,Phoenix AZ,1,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,2.95,Breads
19-02-16,Phoenix AZ,2.95,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Phoenix AZ,5.85,Breads
19-02-16,Phoenix AZ,5.85,Breads
19-02-16,Phoenix AZ,1,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Detroit MI,3.9,Breads
19-02-16,Detroit MI,4.9,Breads
19-02-16,Houston TX,5.85,Breads
19-02-16,Houston TX,5.85,Breads
19-02-16,Houston TX,7.8,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Houston TX,2,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Phoenix AZ,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.95,Breads
19-02-16,Atlanta GA,3.95,Breads
19-02-16,Atlanta GA,5.85,Breads
19-02-16,Atlanta GA,5.85,Breads
19-02-16,Atlanta GA,5.85,Breads
19-02-16,Atlanta GA,5.85,Breads
19-02-16,Atlanta GA,1,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,2,Breads
19-02-16,Atlanta GA,2.95,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,1,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,3.9,Breads
19-02-16,Atlanta GA,5.85,Breads
19-02-16,Atlanta GA,5.95,Breads
19-02-16,Atlanta GA,11.7,Breads
19-02-16,Atlanta GA,1,Breads
19-02-16,Atlanta GA,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Detroit MI,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,3.9,Breads
19-02-16,Houston TX,5.85,Breads
19-02-16,Houston TX,5.85,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Houston TX,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
19-02-16,Phoenix AZ,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,1,Breads
20-02-16,Houston TX,1,Breads
20-02-16,Houston TX,1,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,2.95,Breads
20-02-16,Phoenix AZ,3.9,Breads
20-02-16,Phoenix AZ,3.9,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,5.85,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,5.85,Breads
20-02-16,Phoenix AZ,1,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,1.95,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,3.9,Breads
20-02-16,Houston TX,4.9,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Phoenix AZ,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,3.9,Breads
20-02-16,Atlanta GA,3.9,Breads
20-02-16,Atlanta GA,5.85,Breads
20-02-16,Atlanta GA,7.8,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,1.95,Breads
20-02-16,Atlanta GA,2,Breads
